TABLE_NAME,FIELD_NAME,VALUESET_ITEM,VALUESET_ITEM_DESCRIPTOR
DEATH,DEATH_SOURCE,NI,NI=No  information
DEATH,DEATH_SOURCE,UN,UN=Unknown
DEATH,DEATH_SOURCE,OT,OT=Other
DEATH,DEATH_MATCH_CONFIDENCE,E,E=Excellent
DEATH,DEATH_MATCH_CONFIDENCE,F,F=Fair
DEATH,DEATH_MATCH_CONFIDENCE,P,P=Poor
DEATH,DEATH_MATCH_CONFIDENCE,NI,NI=No  information
DEATH,DEATH_MATCH_CONFIDENCE,UN,UN=Unknown
DEATH,DEATH_MATCH_CONFIDENCE,OT,OT=Other
DEATH_CAUSE,DEATH_CAUSE_CODE,09,09=ICD-9
DEATH_CAUSE,DEATH_CAUSE_CODE,10,10=ICD-10
DEATH_CAUSE,DEATH_CAUSE_CODE,NI,NI=No  information
DEATH_CAUSE,DEATH_CAUSE_CODE,UN,UN=Unknown
DEATH_CAUSE,DEATH_CAUSE_CODE,OT,OT=Other
DEATH_CAUSE,DEATH_CAUSE_TYPE,C,C=Contributory
DEATH_CAUSE,DEATH_CAUSE_TYPE,I,I=Immediate/Primary
DEATH_CAUSE,DEATH_CAUSE_TYPE,O,O=Other
DEATH_CAUSE,DEATH_CAUSE_TYPE,U,U=Underlying
DEATH_CAUSE,DEATH_CAUSE_TYPE,NI,NI=No  information
DEATH_CAUSE,DEATH_CAUSE_TYPE,UN,UN=Unknown
DEATH_CAUSE,DEATH_CAUSE_TYPE,OT,OT=Other
DEATH_CAUSE,DEATH_CAUSE_SOURCE,L,"L=Other,  locally  defined"
DEATH_CAUSE,DEATH_CAUSE_SOURCE,N,N=National  Death  Index
DEATH_CAUSE,DEATH_CAUSE_SOURCE,D,D=Social  Security
DEATH_CAUSE,DEATH_CAUSE_SOURCE,S,S=State  Death  files
DEATH_CAUSE,DEATH_CAUSE_SOURCE,T,T=Tumor  data
DEATH_CAUSE,DEATH_CAUSE_SOURCE,NI,NI=No  information
DEATH_CAUSE,DEATH_CAUSE_SOURCE,UN,UN=Unknown
DEATH_CAUSE,DEATH_CAUSE_SOURCE,OT,OT=Other
DEATH_CAUSE,DEATH_CAUSE_CONFIDENCE,E,E=Excellent
DEATH_CAUSE,DEATH_CAUSE_CONFIDENCE,F,F=Fair
DEATH_CAUSE,DEATH_CAUSE_CONFIDENCE,P,P=Poor
DEATH_CAUSE,DEATH_CAUSE_CONFIDENCE,NI,NI=No  information
DEATH_CAUSE,DEATH_CAUSE_CONFIDENCE,UN,UN=Unknown
DEATH_CAUSE,DEATH_CAUSE_CONFIDENCE,OT,OT=Other
MED_ADMIN,MEDADMIN_TYPE,ND,ND=NDC
MED_ADMIN,MEDADMIN_TYPE,RX,RX=RXNORM
MED_ADMIN,MEDADMIN_TYPE,NI,NI=No  information
MED_ADMIN,MEDADMIN_TYPE,UN,UN=Unknown
MED_ADMIN,MEDADMIN_TYPE,OT,OT=Other
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,10.L/min,10.L/min=10  liter  per  minute
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,10.L/(min.m2),10.L/(min.m2)=10  liter  per  minute  per  square  meter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,10.uN.s/(cm5.m2),10.uN.s/(cm5.m2)=10  micronewton  second  per  centimeter  to  the  fifth  power  per  square  meter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,10*4/uL,10*4/uL=10  thousand  per  microliter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,10*8,10*8=100  million  
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,24.h,24.h=24  hour
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{absorbance},{absorbance}=absorbance
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{activity},{activity}=activity
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[AU],[AU]=allergy  unit
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{AHF'U},{AHF'U}=American  Hospital  Formulary  unit
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,A,A=ampere
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,A/m,A/m=ampere  per  meter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[arb'U],[arb'U]=arbitrary  unit
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[arb'U]/mL,[arb'U]/mL=arbitrary  unit  per  milliliter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{ARU},{ARU}=aspirin  response  unit
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,atm,atm=atmosphere
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,ag/{cell},ag/{cell}=attogram  per  cell
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,bar,bar=bar
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,Bq,Bq=Becquerel
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[beth'U],[beth'U]=Bethesda  unit
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,10*9/L,10*9/L=billion  per  liter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,10*9/uL,10*9/uL=billion  per  microliter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,10*9/mL,10*9/mL=billion  per  milliliter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{binding_index},{binding_index}=binding  index
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[bdsk'U],[bdsk'U]=Bodansky  unit
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{CAG_repeats},{CAG_repeats}=CAG  trinucleotide  repeats
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,cal,cal=calorie
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{cells},{cells}=cells
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{cells}/[HPF],{cells}/[HPF]=cells  per  high  power  field
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{cells}/uL,{cells}/uL=cells  per  microliter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,cg,cg=centigram
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,cL,cL=centiliter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,cm,cm=centimeter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,cm[Hg],cm[Hg]=centimeter  of  mercury
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,cm[H2O],cm[H2O]=centimeter  of  water
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,cm[H2O]/L/s,cm[H2O]/L/s=centimeter  of  water  per  liter  per  second
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,cm[H2O]/s/m,cm[H2O]/s/m=centimeter  of  water  per  second  per  meter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,cP,cP=centipoise
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,cSt,cSt=centistoke
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{delta_OD},{delta_OD}=change  in  (delta)  optical  density
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{clock_time},{clock_time}=clock  time  e.g  12:30PM
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[CFU],[CFU]=colony  forming  unit
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[CFU]/L,[CFU]/L=colony  forming  unit  per  liter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[CFU]/mL,[CFU]/mL=colony  forming  unit  per  milliliter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{CAE'U},{CAE'U}=complement  activity  enzyme  unit
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{CH100'U},{CH100'U}=complement  CH100  unit
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{copies},{copies}=copies
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{copies}/ug,{copies}/ug=copies  per  microgram
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{copies}/mL,{copies}/mL=copies  per  milliliter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{count},{count}=count
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{CPM},{CPM}=counts  per  minute
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{CPM}/10*3{cell},{CPM}/10*3{cell}=counts  per  minute  per  thousand  cells
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[cin_i],[cin_i]=cubic  inch  (international)
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,m3/s,m3/s=cubic  meter  per  second
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,d,d=day
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,dB,dB=decibel
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,dg,dg=decigram
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,dL,dL=deciliter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,dm,dm=decimeter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,deg,deg=degree  (plane  angle)
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,Cel,Cel=degree  Celsius
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[degF],[degF]=degree  Fahrenheit
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,K,K=degree  Kelvin
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,K/W,K/W=degree  Kelvin  per  Watt
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,deg/s,deg/s=degree  per  second
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,daL/min,daL/min=dekaliter  per  minute
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,daL/min/m2,daL/min/m2=dekaliter  per  minute  per  square  meter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{dilution},{dilution}=dilution
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[dr_av],[dr_av]=dram    (US  and  British)
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[drp],[drp]=drop  (1/12  milliliter)
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,dyn.s/cm,dyn.s/cm=dyne  second  per  centimeter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,dyn.s/(cm.m2),dyn.s/(cm.m2)=dyne  second  per  centimeter  per  square  meter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{Ehrlich'U},{Ehrlich'U}=Ehrlich  unit
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{Ehrlich'U}/100.g,{Ehrlich'U}/100.g=Ehrlich  unit  per  100  gram
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{Ehrlich'U}/(2.h),{Ehrlich'U}/(2.h)=Ehrlich  unit  per  2  hour
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{Ehrlich'U}/d,{Ehrlich'U}/d=Ehrlich  unit  per  day
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{Ehrlich'U}/dL,{Ehrlich'U}/dL=Ehrlich  unit  per  deciliter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{EIA_index},{EIA_index}=EIA  index
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{EIA_titer},{EIA_titer}=EIA  titer
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{EIA'U},{EIA'U}=EIA  unit
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{EIA'U}/U,{EIA'U}/U=EIA  unit  per  enzyme  unit
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{EV},{EV}=EIA  value
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,eV,eV=electron  Volt
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{ELISA'U},{ELISA'U}=ELISA  unit
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U,U=enzyme  unit
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/10,U/10=enzyme  unit  per  10
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/10*10,U/10*10=enzyme  unit  per  10  billion
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/10*10{cells},U/10*10{cells}=enzyme  unit  per  10  billion  cells
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/(10.g){feces},U/(10.g){feces}=enzyme  unit  per  10  gram  of  feces
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/(12.h),U/(12.h)=enzyme  unit  per  12  hour
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/(2.h),U/(2.h)=enzyme  unit  per  2  hour
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/(24.h),U/(24.h)=enzyme  unit  per  24  hour
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/10*9,U/10*9=enzyme  unit  per  billion
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/d,U/d=enzyme  unit  per  day
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/dL,U/dL=enzyme  unit  per  deciliter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/g,U/g=enzyme  unit  per  gram
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/g{creat},U/g{creat}=enzyme  unit  per  gram  of  creatinine
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/g{Hb},U/g{Hb}=enzyme  unit  per  gram  of  hemoglobin
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/g{protein},U/g{protein}=enzyme  unit  per  gram  of  protein
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/h,U/h=enzyme  unit  per  hour
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/kg{Hb},U/kg{Hb}=enzyme  unit  per  kilogram  of  hemoglobin
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/L,U/L=enzyme  unit  per  liter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U{25Cel}/L,U{25Cel}/L=enzyme  unit  per  liter  at  25  deg  Celsius  
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U{37Cel}/L,U{37Cel}/L=enzyme  unit  per  liter  at  37  deg  Celsius
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/mL,U/mL=enzyme  unit  per  milliliter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/mL{RBCs},U/mL{RBCs}=enzyme  unit  per  milliliter  of  red  blood  cells
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/mmol{creat},U/mmol{creat}=enzyme  unit  per  millimole  of  creatinine
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/10*6,U/10*6=enzyme  unit  per  million
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/min,U/min=enzyme  unit  per  minute
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/s,U/s=enzyme  unit  per  second
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/10*12,U/10*12=enzyme  unit  per  trillion
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,U/10*12{RBCs},U/10*12{RBCs}=enzyme  unit  per  trillion  red  blood  cells
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,eq,eq=equivalent
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,eq/L,eq/L=equivalent  per  liter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,eq/umol,eq/umol=equivalent  per  micromole
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,eq/mL,eq/mL=equivalent  per  milliliter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,eq/mmol,eq/mmol=equivalent  per  millimole
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,erg,erg=erg
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,F,F=Farad
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,fg,fg=femtogram
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,fL,fL=femtoliter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,fm,fm=femtometer
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,fmol,fmol=femtomole
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,fmol/g,fmol/g=femtomole  per  gram
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,fmol/L,fmol/L=femtomole  per  liter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,fmol/mg,fmol/mg=femtomole  per  milligram
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,fmol/mg{cyt_prot},fmol/mg{cyt_prot}=femtomole  per  milligram  of  cytosol  protein
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,fmol/mg{prot},fmol/mg{prot}=femtomole  per  milligram  of  protein
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,fmol/mL,fmol/mL=femtomole  per  milliliter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[foz_us],[foz_us]=fluid  ounce  (US)
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{FIU},{FIU}=fluorescent  intensity  unit
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[ft_i],[ft_i]=foot  (international)
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{fraction},{fraction}=fraction
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[Ch],[Ch]=French  (catheter  gauge)  
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{GAA_repeats},{GAA_repeats}=GAA  trinucleotide  repeats
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[gal_us],[gal_us]=gallon  (US)
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{genomes}/mL,{genomes}/mL=genomes  per  milliliter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{Globules}/[HPF],{Globules}/[HPF]=globules  (drops)    per  high  power  field
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g,g=gram
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g.m,g.m=gram  meter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g.m/{beat},g.m/{beat}=gram  meter  per  heart  beat  
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g{creat},g{creat}=gram  of  creatinine
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g{Hb},g{Hb}=gram  of  hemoglobin
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g{total_nit},g{total_nit}=gram  of  total  nitrogen
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g{total_prot},g{total_prot}=gram  of  total  protein
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g{wet_tissue},g{wet_tissue}=gram  of  wet  tissue
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/kg/(8.h),g/kg/(8.h)=gram  per    kilogram  per  8  hour  
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/(100.g),g/(100.g)=gram  per  100  gram
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/(12.h),g/(12.h)=gram  per  12  hour
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/(24.h),g/(24.h)=gram  per  24  hour
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/(3.d),g/(3.d)=gram  per  3  days
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/(4.h),g/(4.h)=gram  per  4  hour
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/(48.h),g/(48.h)=gram  per  48  hour
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/(5.h),g/(5.h)=gram  per  5  hour
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/(6.h),g/(6.h)=gram  per  6  hour
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/(72.h),g/(72.h)=gram  per  72  hour
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/(8.h){shift},g/(8.h){shift}=gram  per  8  hour  shift
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/cm3,g/cm3=gram  per  cubic  centimeter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/d,g/d=gram  per  day
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/dL,g/dL=gram  per  deciliter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/g,g/g=gram  per  gram
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/g{creat},g/g{creat}=gram  per  gram  of  creatinine
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/g{globulin},g/g{globulin}=gram  per  gram  of  globulin
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/g{tissue},g/g{tissue}=gram  per  gram  of  tissue
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/h,g/h=gram  per  hour
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/h/m2,g/h/m2=gram  per  hour  per  square  meter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/kg  ,g/kg  =gram  per  kilogram
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/kg/(8.h){shift},g/kg/(8.h){shift}=gram  per  kilogram  per  8  hour  shift
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/kg/d,g/kg/d=gram  per  kilogram  per  day
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/kg/h,g/kg/h=gram  per  kilogram  per  hour
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/kg/min,g/kg/min=gram  per  kilogram  per  minute
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/L,g/L=gram  per  liter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/mg,g/mg=gram  per  milligram
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/mL,g/mL=gram  per  milliliter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/mmol,g/mmol=gram  per  millimole
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/min,g/min=gram  per  minute
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/mol{creat},g/mol{creat}=gram  per  mole  of  creatinine
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/{specimen},g/{specimen}=gram  per  specimen
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/m2,g/m2=gram  per  square  meter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/{total_output},g/{total_output}=gram  per  total  output
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,g/{total_weight},g/{total_weight}=gram  per  total  weight
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,Gy,Gy=Gray
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{beats}/min,{beats}/min=heart  beats  per  minute
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,H,H=Henry
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,Hz,Hz=Hertz
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[HPF],[HPF]=high  power  field
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,h,h=hour
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[APL'U]/mL,[APL'U]/mL=IgA  anticardiolipin  unit  per  milliliter**
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[APL'U],[APL'U]=IgA  anticardiolipin  unit**
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{APS'U},{APS'U}=IgA  antiphosphatidylserine  unit  
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[GPL'U]/mL,[GPL'U]/mL=IgG  anticardiolipin  unit  per  milliliter**
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[GPL'U],[GPL'U]=IgG  anticardiolipin  unit**
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{GPS'U},{GPS'U}=IgG  antiphosphatidylserine  unit
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[MPL'U]/mL,[MPL'U]/mL=IgM  anticardiolipin  unit  per  milliliter**
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[MPL'U],[MPL'U]=IgM  anticardiolipin  unit**
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{MPS'U},{MPS'U}=IgM  antiphosphatidylserine  unit
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{MPS'U}/mL,{MPS'U}/mL=IgM  antiphosphatidylserine  unit  per  milliliter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{ImmuneComplex'U},{ImmuneComplex'U}=immune  complex  unit
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{ISR},{ISR}=immune  status  ratio
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{IFA_index},{IFA_index}=immunofluorescence  assay  index
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{IFA_titer},{IFA_titer}=Immunofluorescence  assay  titer
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[in_i],[in_i]=inch  (international)
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[in_i'H2O],[in_i'H2O]=inch  (international)  of  water
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{index_val},{index_val}=index  value
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{HA_titer},{HA_titer}=influenza  hemagglutination  titer
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,{INR},{INR}=international  normalized  ratio
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[IU],[IU]=international  unit
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[IU]/(2.h),[IU]/(2.h)=international  unit  per  2  hour
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[IU]/(24.h),[IU]/(24.h)=international  unit  per  24  hour
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[IU]/10*9{RBCs},[IU]/10*9{RBCs}=international  unit  per  billion  red  blood  cells
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[IU]/d,[IU]/d=international  unit  per  day
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[IU]/dL,[IU]/dL=international  unit  per  deciliter
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[IU]/g,[IU]/g=international  unit  per  gram
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[IU]/g{Hb},[IU]/g{Hb}=international  unit  per  gram  of  hemoglobin
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,[IU]/h,[IU]/h=international  unit  per  hour
